1738589906.0728612, -0.011479518623928013 0.00939875359897259 -0.006855621928650161 0.9998664333454345 
1738589906.085112, -0.011487899916859192 0.009301670438132379 -0.006883236211013199 0.9998670552337567 
1738589906.0857825, -0.011438092503871474 0.009720428802868256 -0.006834817747016652 0.9998639750336674 
1738589906.0861313, -0.011455549125384639 0.009358809787437524 -0.0068180120809298765 0.9998673400931061 
1738589906.0864477, -0.011534915449363617 0.009184089932313478 -0.007041306448112769 0.9998665001994993 
1738589906.086743, -0.011415042119596146 0.009801932767220332 -0.006693062898218037 0.9998644017247916 
1738589906.0870407, -0.011009444119910066 0.007277456268455289 -0.0022380815573335468 0.9999104068672223 
1738589906.087627, -0.010935825631225752 0.007545431397532078 -0.001895290553466234 0.9999099369725788 
1738589906.0879767, -0.01096806138283771 0.007405766879846154 -0.0022984648117099844 0.9999097825833754 
1738589906.0924318, -0.010992275852489292 0.007427843635426619 -0.002297683114650721 0.9999093547231246 
1738589906.1013389, -0.010995322115657897 0.007056071043564131 -0.002385135878113369 0.9999118090511003 
1738589906.1019514, -0.01091850929596262 0.0075770130260521965 -0.0019144045882044894 0.9999098509782918 
1738589906.1021852, -0.011021668000377868 0.0073483532126039615 -0.0022950903572242862 0.9999096244660337 
1738589906.1023967, -0.011000842242327663 0.0074807723981293855 -0.0021262141269224664 0.9999092452456739 
1738589906.1026084, -0.011000157543835064 0.007436454267766336 -0.00218373603275545 0.9999094593906359 
1738589906.1216562, -0.011076916761754367 0.006275896336847989 -0.0024031220782090006 0.9999160664998336 
1738589906.1224365, -0.010999314162214972 0.0072230706639679326 -0.002209307494282715 0.9999109766866948 
1738589906.1226926, -0.010998101146099133 0.00769681977290894 -0.0023829253055977196 0.9999070568825642 
1738589906.1229992, -0.010985575683151805 0.007122208274424268 -0.0021201967591009865 0.9999120441528385 
1738589906.123216, -0.011033999606922052 0.007324996005789094 -0.002403240885294872 0.9999094057560599 
1738589906.124181, -0.010969039356477198 0.00733728236205631 -0.0021477700322096375 0.9999106117783852 
1738589906.1248646, -0.011034125563480811 0.007303927608052729 -0.0024251796584095174 0.9999095055144591 
1738589906.1414347, -0.010912160940784472 0.007536069609770187 -0.001993890710749235 0.9999100743558257 
1738589906.1421292, -0.010998785030855851 0.007368571761435829 -0.0022071884535149987 0.9999099255418822 
1738589906.1424243, -0.011008304337513387 0.007149929803879537 -0.0022159489408723064 0.9999113887288732 
1738589906.1426647, -0.010967811194157902 0.007411490710584025 -0.0020873545020972826 0.9999102059056297 
1738589906.1429017, -0.010979585533542004 0.007302043903182172 -0.00225624060250009 0.9999105151135732 
1738589906.143123, -0.010987139903188298 0.007413817882230794 -0.002264038778385247 0.9999095920079809 
1738589906.1433446, -0.011000798294262265 0.007419857919518218 -0.00245129467679203 0.9999089555053253 
1738589906.1435401, -0.010993811423267332 0.007346466730028607 -0.0024058946024744644 0.9999096845256256 
1738589906.1437275, -0.011000671769916948 0.0073863678163272745 -0.0022118207597084496 0.9999097632486741 
1738589906.1439276, -0.010989322376535465 0.0072949786701162235 -0.0020779840485060843 0.9999108460568878 
1738589906.1449144, -0.011011337844304272 0.007391288720287827 -0.0023567273036774017 0.9999092784479741 
1738589906.145262, -0.010963970721561453 0.0074260895643935105 -0.0020954055002439646 0.9999101228688447 
1738589906.1455908, -0.010991198611499426 0.007278650161888323 -0.002233084184267708 0.9999106100746854 
1738589906.145913, -0.011002646038334679 0.007317936065638075 -0.002192683188828695 0.9999102868419387 
1738589906.1462286, -0.010981256970136816 0.007213667214110666 -0.0022217311212093236 0.9999112155144102 
1738589906.146555, -0.011064731738109498 0.006691401835905958 -0.002433393508094017 0.9999134339776964 
1738589906.1513467, -0.01088588868949414 0.008330704962388344 -0.0021478222640674838 0.9999037371876313 
1738589906.152305, -0.011018074990330449 0.007167258772690027 -0.002221162776267714 0.9999111454829944 
1738589906.1527452, -0.011005092511272638 0.007226019440093215 -0.0024195618075764248 0.9999104051376448 
1738589906.1616428, -0.010957914898443642 0.007268351324576578 -0.0020573596154609885 0.999911427298195 
1738589906.1623406, -0.010982037875889816 0.007348688001500426 -0.002144323843425488 0.9999103927372711 
1738589906.162611, -0.01101579549852981 0.007363154243942835 -0.0022738144538525414 0.9999096289050046 
1738589906.1715436, -0.011011514158662899 0.0075178113770741385 -0.0022794127527085268 0.9999085124877851 
1738589906.1724625, -0.01097003659582135 0.007555178861283596 -0.0023040875477916486 0.9999086302007963 
1738589906.173084, -0.011014633622890893 0.00747545188616418 -0.0022984845547894556 0.9999087520539076 
1738589906.173405, -0.011007274418228716 0.007227049216063867 -0.002172952670514567 0.9999109400072599 
1738589906.1736665, -0.010991255012314507 0.007515627496275587 -0.002336657995793529 0.9999086196678187 
1738589906.1915154, -0.010929498625838892 0.007348348764455641 -0.0019433362241307204 0.9999113817106714 
1738589906.1926348, -0.011013041512955932 0.007299339984015307 -0.0022294316945394273 0.9999102270637855 
1738589906.193668, -0.011014955304815303 0.007565807800582871 -0.00227426158655032 0.9999081243025248 
1738589906.1951618, -0.011015653023979147 0.0071727336834549555 -0.002141142175032727 0.9999113074618908 
1738589906.1954765, -0.010991046268331466 0.007122739593545581 -0.0019083573615446769 0.9999124069911277 
1738589906.1957417, -0.010970697586758149 0.007467735105885973 -0.002130907778407874 0.9999096638991387 
1738589906.1959858, -0.010958222235266008 0.007537349316676368 -0.0023149618153788 0.9999088691888448 
1738589906.1962597, -0.010999173431156944 0.00728203372163998 -0.002267264237888949 0.999910420828578 
1738589906.1965346, -0.01103284925299861 0.007387254634120872 -0.002414474739329107 0.999908933362466 
1738589906.1967716, -0.011020654035608753 0.007408787475786437 -0.002357006667863325 0.99990904564982 
1738589906.197008, -0.010991556319589682 0.00762281627270623 -0.002370051164346436 0.9999077263523991 
1738589906.2013319, -0.010992193907449052 0.007508579972289453 -0.002058201555350891 0.9999092742375472 
1738589906.2020097, -0.01099648093132142 0.006823248624505657 -0.0021640005181859743 0.9999139151882489 
1738589906.2023237, -0.010981318836484372 0.007390624083397397 -0.002323974524078479 0.9999096901494059 
1738589906.2112658, -0.011007721694757241 0.007494053675117676 -0.002638151966551131 0.999907850442633 
1738589906.2118063, -0.010942248274188318 0.007515315214569592 -0.0021761439516899276 0.9999095217255576 
1738589906.2121043, -0.010995693629369332 0.007159151684196785 -0.002344681286878057 0.9999111679236486 
1738589906.212363, -0.010991129542685534 0.007155236531790878 -0.002130521846351763 0.9999117253729013 
1738589906.2126007, -0.01097582550943473 0.007353164846168153 -0.0021079036171075282 0.9999105054771015 
1738589906.2128422, -0.010953458200854627 0.007251756292015811 -0.002294426034394094 0.9999110807433309 
1738589906.213106, -0.01095158543451704 0.006830892586899101 -0.0021091498595875568 0.9999144729274634 
1738589906.213338, -0.010910799825857109 0.008242051803770562 -0.0022884247920601716 0.9999038884518827 
1738589906.2221699, -0.01099478863398587 0.007317244490587232 -0.0021488838565837027 0.9999104734195606 
1738589906.2228808, -0.010976940475759856 0.007688291510480466 -0.0022947055837834983 0.9999075613664121 
1738589906.2232704, -0.011000003002462988 0.007341571777946896 -0.0022343031147873706 0.9999100505282295 
1738589906.2244658, -0.01095014144508414 0.007581523392529585 -0.0022664243695118005 0.9999087349483246 
1738589906.2249281, -0.010966885098445114 0.0074753283750768834 -0.002091838902685741 0.9999097314792609 
1738589906.2253978, -0.010960452758466873 0.007648392385147413 -0.0022676598984164675 0.9999081099220255 
1738589906.2313082, -0.010918153668930196 0.0076674178524213715 -0.002227282455863914 0.9999085177338974 
1738589906.2318807, -0.010973956748686382 0.007509208406768845 -0.0021973332437010542 0.999909173769797 
1738589906.2322252, -0.011037825624392176 0.006550890446476543 -0.0021875065118945247 0.99991522993457 
1738589906.2324407, -0.011006499583462295 0.007496407436609724 -0.002350448253781762 0.9999085639374582 
1738589906.2414925, -0.010971112924288502 0.00750655302105801 -0.002237874442526432 0.9999091350022381 
1738589906.2422638, -0.011061663866682045 0.0067628536969897325 -0.00229229882245045 0.9999133206275843 
1738589906.2425416, -0.011025983995547571 0.007385368861540477 -0.002322796975458151 0.9999092401902884 
1738589906.2428281, -0.010975669400071528 0.007523164643393866 -0.002208956370069075 0.9999090244550871 
1738589906.2514083, -0.010962573651211244 0.007525896374559093 -0.0020855314238646815 0.999909412607653 
1738589906.2538934, -0.010914277683263097 0.008008628662431537 -0.002257962074862372 0.9999058165731752 
1738589906.2544699, -0.010946273142394025 0.007485839880258521 -0.0020284033956795193 0.9999100093934672 
1738589906.2547386, -0.01098177213111534 0.007205982808229239 -0.0023471409182420667 0.9999109787486774 
1738589906.2549849, -0.010949689440152786 0.007509991104272549 -0.0022622334067357083 0.9999092892031713 
1738589906.2714558, -0.010992092337864696 0.0076530500103535294 -0.0023671201392862795 0.9999074964584581 
1738589906.2722127, -0.011015651496062661 0.007241414741176882 -0.0024037201602690864 0.9999102157014174 
1738589906.2724547, -0.010996274890171173 0.007175463535480349 -0.0022308451282772295 0.9999113050624062 
1738589906.2726681, -0.010988526379098718 0.00711978827757585 -0.0021526114974689875 0.9999119597077731 
1738589906.2728815, -0.010970721090517119 0.007667919033022435 -0.002463870480846908 0.9999073835304502 
1738589906.2730958, -0.010941869403167983 0.007639829001410898 -0.0021575148757942797 0.9999086226432665 
1738589906.2733102, -0.010993927642062109 0.007569587659511376 -0.0021658898934953 0.9999085677293876 
1738589906.2866936, -0.010996244169664117 0.007394709347444759 -0.002227962948093505 0.9999097144587255 
1738589906.2869022, -0.010914281087245022 0.008131007744738376 -0.002173411466633999 0.9999050162210412 
1738589906.2871106, -0.01097791660114664 0.007303634617112961 -0.0022852353095006435 0.9999104559749631 
1738589906.2873244, -0.010921611007828399 0.0075183332024922 -0.001921661463616093 0.9999102461201553 
1738589906.2875347, -0.010949869342440683 0.007411805175253911 -0.0020208924231219063 0.9999105367477843 
1738589906.2877343, -0.010939938992048448 0.007753206561522846 -0.0021063647218374625 0.9999078801322266 
1738589906.2879436, -0.010985074364947738 0.007613805590131842 -0.002020019216847864 0.9999086346401834 
1738589906.288201, -0.011074613948274904 0.006677237122777207 -0.0024799015879829593 0.9999133050011971 
1738589906.2884352, -0.010998090267256197 0.007275575458099317 -0.0022018745797678075 0.999910625886415 
1738589906.2887044, -0.010994867444761648 0.007312604514464867 -0.002222107814903843 0.9999103464520939 
1738589906.3013906, -0.010998440201667282 0.007226397352286151 -0.002302706846240493 0.9999107515351645 
1738589906.3021245, -0.010968531933293633 0.00720896442329122 -0.0019988485470875035 0.999911859487454 
1738589906.302446, -0.01097473920875426 0.0075560660717867816 -0.0021362733295140534 0.9999089445049886 
1738589906.3026795, -0.010973894141773624 0.007445947224174377 -0.002142525638254742 0.9999097664795507 
1738589906.3029044, -0.010993842862122844 0.007344747949075239 -0.0023517345104808935 0.9999098256550336 
1738589906.303152, -0.010919559652601595 0.007473461784066951 -0.0020427562352498692 0.9999103648492292 
1738589906.31139, -0.011014309830189079 0.006444915174319116 -0.0021493458716572403 0.9999162606737049 
1738589906.3120852, -0.010933005034194422 0.007364913533438392 -0.0018600452466565529 0.999911379913864 
1738589906.321471, -0.010982941289705008 0.007516400748625528 -0.0022275169398068163 0.9999089542996882 
1738589906.3222039, -0.01101865940998442 0.007310892907762336 -0.002360101310971532 0.9999097808860057 
1738589906.322545, -0.011015209681812773 0.0074534531678284634 -0.0023715527543923982 0.9999087393002792 
1738589906.3228915, -0.010976254050529294 0.0077018456685694825 -0.0023889225477651678 0.9999072439328445 
1738589906.331378, -0.010989764454580369 0.007309483758862928 -0.002137005351233799 0.9999106108710623 
1738589906.3319979, -0.011011914392261474 0.0072105251751699235 -0.002299012584398719 0.9999107263197313 
1738589906.3322601, -0.010965238356415125 0.007281596772093957 -0.002245707465264569 0.9999108453728343 
1738589906.332488, -0.010887801375665251 0.007548680337019046 -0.0020271685435138995 0.9999101778630269 
1738589906.3327067, -0.010999694141629228 0.007255023886287571 -0.0023113214737479665 0.9999105105709436 
1738589906.332922, -0.010992078633674573 0.007234128956185862 -0.0022570782954041005 0.9999108696194502 
1738589906.3331628, -0.011000644257701763 0.007090910803043829 -0.0021872245266320862 0.9999119565535602 
1738589906.3334544, -0.011012095809016968 0.007289303778892332 -0.0022724116607427884 0.99991021394001 
1738589906.3337295, -0.010964878882709651 0.007182575433176761 -0.0022306005056516457 0.9999115993239694 
1738589906.3340032, -0.010958078009498008 0.007407566409478894 -0.002110040578755887 0.9999102940839159 
1738589906.3342717, -0.010975547944664722 0.007442703492017119 -0.0022073790794870014 0.999909631411581 
1738589906.3413472, -0.011002566920681462 0.007328664010832448 -0.002202286547812743 0.9999101880363724 
1738589906.341986, -0.010998955675019581 0.007448444558459384 -0.00222148760879266 0.9999093002070352 
1738589906.3422573, -0.010986624188461904 0.0073101510865749685 -0.0022349256393357155 0.9999104264319978 
1738589906.342495, -0.010998066624826976 0.007263710043393168 -0.0021802855642516178 0.9999107597189761 
1738589906.3511658, -0.010995591591477328 0.007338149790503067 -0.002297081401062918 0.9999099819184939 
1738589906.3517206, -0.011002227845343783 0.007340415253293864 -0.002375323031269062 0.9999097094872346 
1738589906.352158, -0.010928267443450409 0.007514349460574572 -0.0018747792395081922 0.9999102923391038 
1738589906.3524575, -0.011035517905319946 0.007168406708883442 -0.0022151040716311757 0.999910958337676 
1738589906.352733, -0.01094480362594655 0.007466722955801904 -0.0021722262463331407 0.9999098663154724 
1738589906.361465, -0.010961960901859838 0.0071597092756638435 -0.0020494591685604364 0.9999121829907819 
1738589906.362215, -0.011004330504357993 0.007423466705913537 -0.002269245248553411 0.9999093195776402 
1738589906.362522, -0.010984508719060843 0.007297008452921358 -0.0022427434792584725 0.9999105281661582 
1738589906.362837, -0.011004230326268747 0.007471291228915031 -0.0022532693169270528 0.9999090006093979 
1738589906.3631446, -0.010967992608383987 0.007238396787174642 -0.0021129235893768564 0.9999114182286346 
1738589906.3713522, -0.010989339656647569 0.0073671085200426555 -0.0022809859290052045 0.9999098745532802 
1738589906.3813794, -0.011004230500256456 0.007427288723390343 -0.002305331063443537 0.9999092097495675 
1738589906.382134, -0.011002329142043127 0.007465357847770774 -0.002269439381833436 0.9999090292774374 
1738589906.3824525, -0.011002519652888756 0.007317784093735073 -0.002209417067989424 0.9999102525094264 
1738589906.3829896, -0.01102066658657667 0.007608801651810147 -0.0024147017635519816 0.9999074058435632 
1738589906.3833032, -0.010886905969095834 0.007564371237308861 -0.0018910339578646874 0.9999103357585492 
1738589906.383566, -0.011023493554960294 0.007188023374335992 -0.0022918972785631584 0.9999107770779743 
1738589906.3838243, -0.011007459654520867 0.007197467483443201 -0.0023417798760915457 0.9999107701994168 
1738589906.3841248, -0.010952414736457004 0.0074038369593942745 -0.0019426174266737961 0.9999107230384385 
1738589906.3843877, -0.010978902079219217 0.007347377210490091 -0.0021361601192612977 0.9999104542793854 
1738589906.3846586, -0.010949173696878329 0.007324471720772829 -0.0019866482927924606 0.9999112565312623 
1738589906.393596, -0.010945062621411573 0.007265802812867235 -0.0018860860346526286 0.9999119243179211 
1738589906.3944979, -0.011001281857283687 0.007580150265137385 -0.0023935731187789628 0.999907887721254 
1738589906.3950922, -0.010990694186101836 0.00743632617377149 -0.0020963954612860875 0.9999097513377969 
1738589906.3953788, -0.010916480581741467 0.008007631425661521 -0.0019362034686365018 0.9999064753299617 
1738589906.395608, -0.010979454727760855 0.007581019369810811 -0.0022492984135654053 0.999908455997769 
1738589906.4014041, -0.010929624551597938 0.007328652049085992 -0.0021830447018997357 0.9999110302832618 
1738589906.4020503, -0.010963178550462131 0.007562541396839278 -0.002005277700915269 0.9999092936586969 
1738589906.4022737, -0.010979682593021857 0.007373057525213496 -0.0020916718304416623 0.9999103507324245 
1738589906.4115012, -0.010998120199435657 0.007382978553922174 -0.0022730711679327903 0.9999096789846654 
1738589906.4126725, -0.01098202109846805 0.007277831521549228 -0.002101508841756687 0.9999110020604458 
1738589906.4220936, -0.011013360293767089 0.007431441692723044 -0.002116143796165855 0.9999094966569931 
1738589906.4229958, -0.010963409190895316 0.007536904081670332 -0.0021808137641748473 0.9999091172637155 
1738589906.4233592, -0.010986616850163092 0.007404435444006919 -0.0022642717720241737 0.9999096667495948 
1738589906.423811, -0.010999502374807579 0.00750397654180384 -0.0023728238355184964 0.9999085313120457 
1738589906.431226, -0.01102057193200593 0.007446282541501086 -0.002466274248748999 0.9999085044952531 
1738589906.431812, -0.010985687202056605 0.007442258637999578 -0.0023948142256757397 0.9999090920318148 
1738589906.432026, -0.011020002703803865 0.007343744762106035 -0.002265637642322128 0.999909743846589 
1738589906.4322581, -0.010985140706058837 0.007319156833198537 -0.002317168441767043 0.9999101896457161 
1738589906.4324546, -0.010953924967303148 0.007293804541921684 -0.002133883542005166 0.9999111252927154 
1738589906.4326527, -0.01099813339819535 0.007644367301988895 -0.002366192504686825 0.999907498643419 
1738589906.43285, -0.010994574265336425 0.0074982523465517885 -0.002280666795379793 0.9999088428989115 
1738589906.4330463, -0.011004187063778996 0.00720782578867312 -0.002058383230876891 0.9999113551575162 
1738589906.4413073, -0.011005204520688051 0.007366988988093957 -0.0023642847568711026 0.9999095074576977 
1738589906.4526608, -0.010943885715318857 0.00754041710050902 -0.002149155621557131 0.9999093731961486 
1738589906.4529128, -0.01100052630293123 0.007249506235848689 -0.002295782137890424 0.9999105772341697 
1738589906.4531496, -0.01093243624422201 0.0076079513058266105 -0.0020158799929110363 0.9999092644548047 
1738589906.4533734, -0.01093399682091499 0.007375783278786142 -0.002090027803331084 0.9999108346839362 
1738589906.4535992, -0.011760280049801354 0.009265550615342578 -0.008008050797080309 0.9998558478637689 
1738589906.4538288, -0.011523968260538685 0.00936135094714785 -0.007007153363410858 0.9998652224503642 
1738589906.4540565, -0.011382414181153676 0.009666351988024015 -0.006820225859840086 0.9998652343220426 
1738589906.454285, -0.011348831245953577 0.00970234850525492 -0.006619799628648622 0.9998666144620042 
1738589906.4545176, -0.011471277777685992 0.009549933816822618 -0.006839229361727827 0.9998652076615023 
1738589906.4547453, -0.011680586850905193 0.00961630548056732 -0.007806411127866652 0.9998550647493993 
1738589906.4616063, -0.011460974718248529 0.009518320638609896 -0.006819501102560505 0.999865762007801 
1738589906.4625087, -0.010946412054943136 0.0073737054103459685 -0.0019199018077885664 0.9999110552987669 
1738589906.462892, -0.010954288999356696 0.007489265765166096 -0.002138647888852734 0.9999096662379183 
1738589906.4631622, -0.010979072736274955 0.0074720136234262356 -0.00208155045734327 0.9999096439788729 
1738589906.4714453, -0.010944854992419664 0.007274284710653683 -0.002070618400198789 0.9999114998191511 
1738589906.47219, -0.010992353491029715 0.007449153980492779 -0.0022233839224673007 0.9999093633093136 
1738589906.4813414, -0.01099303046702065 0.007140296538059115 -0.0021630346440995028 0.99991174146903 
1738589906.4916306, -0.010949802006270236 0.007312385353531048 -0.001989614331607179 0.9999113322146501 
1738589906.4925668, -0.010997327144089186 0.007424176462714939 -0.0023113609318039375 0.9999092948913813 
1738589906.493114, -0.010938889691854031 0.0074022799024704555 -0.0020456128268117224 0.999910677217079 
1738589906.4935322, -0.010968607159216624 0.007528326697671009 -0.0021959592378723953 0.9999090917264157 
1738589906.4939666, -0.0109694055803379 0.007075880584224048 -0.002098106559231323 0.9999125971823929 
1738589906.494319, -0.010981190365025855 0.007175871036283572 -0.002173969640352967 0.9999115931866379 
1738589906.494673, -0.011011085752814032 0.00740490395906957 -0.0023175210473132288 0.9999092721262747 
1738589906.49502, -0.010933374091475863 0.007684685437867975 -0.0022299301193812863 0.9999082129637498 
1738589906.501364, -0.010998717594352957 0.007251296393909674 -0.0022161915719596014 0.9999107637218452 
1738589906.501956, -0.010987128560210016 0.007266086237380347 -0.0023103663802237725 0.9999105706031822 
1738589906.5021944, -0.010902113525451692 0.008226091255486024 -0.002072443086462318 0.9999045856095412 
1738589906.5024064, -0.010965312264368492 0.007262119071165791 -0.0022701983374362735 0.9999109309098735 
1738589906.502598, -0.011015370436451786 0.007174569121876441 -0.0021235576613579344 0.9999113349067117 
1738589906.5027845, -0.0109525933091897 0.007217306293528445 -0.0019794046303009635 0.999912012702607 
1738589906.5113888, -0.010920182471580634 0.007647090157856053 -0.0023290469358813815 0.9999084193901339 
1738589906.5121024, -0.010916187341672212 0.007449343922197229 -0.0018381340650364026 0.9999109787337117 
1738589906.5124366, -0.010941712032634795 0.007472942897843079 -0.0022337408769969825 0.9999097181565618 
1738589906.5127056, -0.010959128724282013 0.007528744886411985 -0.00225923213105586 0.9999090515482986 
1738589906.5129533, -0.01093298906271813 0.0075022451833359205 -0.0021470158963063433 0.9999097841256005 
1738589906.5131903, -0.010984454627349581 0.00756188863768863 -0.0022723693924581 0.9999084937803636 
1738589906.5134218, -0.010982438415893258 0.007479657809697543 -0.0020471482943559167 0.9999096208904844 
1738589906.5136547, -0.010927143400278984 0.007604620217650425 -0.0021275801530497283 0.9999091162156427 
1738589906.5138788, -0.010997159502953905 0.007415747587415456 -0.0023851276941379497 0.9999091860446473 
1738589906.5214632, -0.010958878245982913 0.007500079610467925 -0.002194498734519166 0.9999094138814428 
1738589906.5227687, -0.010980349686201516 0.007433312152977713 -0.0022149954013576814 0.9999096317100746 
1738589906.523279, -0.011008574162544396 0.007198042780068946 -0.002227381277203419 0.9999110151646947 
1738589906.5235467, -0.011003709466608638 0.007366599542983435 -0.00227662675653193 0.9999097302055617 
1738589906.531431, -0.010997576714645614 0.0072966892571666355 -0.0020529145260873537 0.9999107946083184 
1738589906.5321076, -0.010983699983546738 0.007363266913218585 -0.0022434237567491217 0.9999100497969224 
1738589906.532349, -0.010982506081473564 0.007400761241160739 -0.0022439091170692775 0.9999097850131762 
1738589906.532559, -0.010998358936909076 0.0075181823565561145 -0.002265594134071221 0.9999086858898507 
1738589906.5414455, -0.011028560140227035 0.007302194179393132 -0.0023828111383531877 0.999909681437518 
1738589906.5513844, -0.011040556064001388 0.007406537556147907 -0.002219006668223596 0.9999091585402313 
1738589906.5521524, -0.010951775361810549 0.007476108624324251 -0.0020831404837552384 0.9999099094128364 
1738589906.5524232, -0.01101946435627949 0.0070833951800857355 -0.0022915146492497778 0.9999115690292996 
1738589906.5526443, -0.010963087169857874 0.007385052088552692 -0.0021625763476456955 0.9999102934708174 
1738589906.5528648, -0.010988080973864353 0.007178832602159848 -0.002135118934104104 0.9999115799440066 
1738589906.553078, -0.01100910534473375 0.007465948682688407 -0.0023852767664021813 0.9999086806626512 
1738589906.5532837, -0.01099403916821404 0.007539622170294584 -0.0021350957460465263 0.999908859129897 
1738589906.5616553, -0.010990907602430027 0.0072150001184350275 -0.00221056328884589 0.9999111246172391 
1738589906.5626473, -0.010973123537328142 0.007442391033473389 -0.0022808970742309222 0.999909495346492 
1738589906.5630338, -0.011036511799128814 0.007249474174028972 -0.002419622508617938 0.9999098889192084 
1738589906.5632906, -0.01098684047042858 0.007494540555360768 -0.00229245826586685 0.999908928769736 
1738589906.563504, -0.011021545902549496 0.00717684932027584 -0.0022420940924015417 0.99991099172568 
1738589906.5637054, -0.011001011748836737 0.0074037045828896225 -0.0022676926493457976 0.9999095061399303 
1738589906.5639138, -0.010987835471552562 0.007438648742927789 -0.002156324684425864 0.9999096380375504 
1738589906.5814552, -0.011011487734265123 0.007337833736569798 -0.002346850996983161 0.9999096937345545 
1738589906.582261, -0.01099032090145951 0.0071568362729207665 -0.002204502074046575 0.999911562445225 
1738589906.5825276, -0.010987116017961934 0.007223786017454654 -0.0020763023433561637 0.9999113906570726 
1738589906.5827656, -0.010979012981621811 0.007359343997901063 -0.0021455812356308106 0.9999103448864961 
1738589906.5829997, -0.011012171262165667 0.007225426967966588 -0.0022788015324957233 0.9999106621857771 
1738589906.5832267, -0.01098496189892531 0.007296025277194785 -0.002208928801472366 0.9999106056347156 
1738589906.583697, -0.010913159743318458 0.0075340487622505906 -0.0019520073841727721 0.9999101613249247 
1738589906.5919971, -0.010953899322198118 0.007594927352060271 -0.0020471666100997255 0.9999090650039267 
1738589906.5930047, -0.01106175409825007 0.006546268750922254 -0.002342134250952457 0.9999146455417389 
1738589906.593533, -0.01100651277976595 0.007263439024198077 -0.002210781387780096 0.9999106017917934 
1738589906.6114078, -0.010957437548372681 0.007604914826079001 -0.0021128966760599645 0.9999088135927685 
1738589906.6121206, -0.010979222298973893 0.007777752599533578 -0.0023022278021644083 0.999906827154089 
1738589906.612397, -0.010952811262467298 0.007524036946735078 -0.002011723941657204 0.9999096848017103 
1738589906.6126373, -0.011015911085061341 0.007570716591932552 -0.002460610892131177 0.9999076354080352 
1738589906.6131032, -0.011014647776273206 0.007315766537275718 -0.0022079708718028795 0.9999101369417984 
1738589906.613395, -0.010975136456469173 0.007496416995901633 -0.002159523837047043 0.9999093391746987 
1738589906.6214523, -0.010933998376714318 0.007309948527506611 -0.0019955073906226177 0.9999115112260071 
1738589906.623192, -0.01099294723588163 0.007247973148913588 -0.002272379169410261 0.9999107251596075 
1738589906.6317217, -0.010979792794260267 0.0074201874487077 -0.0020814884555504006 0.9999100221391077 
1738589906.6325114, -0.010989978710518062 0.007302788949303769 -0.0020655469449476827 0.9999108076010192 
1738589906.632862, -0.0109770352221895 0.007209712729480686 -0.0021834200455031084 0.9999113747812823 
1738589906.6332197, -0.011022046305588779 0.007245637078201586 -0.002286271197564316 0.9999103900863215 
1738589906.6340234, -0.011031869689812882 0.007456584805538891 -0.002250524675531939 0.9999088120088101 
1738589906.6343029, -0.010989847132671277 0.007494980417566197 -0.0023019920515729543 0.9999088705282774 
